2025-08-05 09:43:40 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:46:35 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:46:35 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:46:35 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:46:35 | INFO     | src.main:initialize_game:30 | Game initialized successfully
2025-08-05 09:46:38 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:46:38 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:46:38 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:46:38 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:46:38 | INFO     | src.main:initialize_game:30 | Game initialized successfully
2025-08-05 09:46:40 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:46:40 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:46:40 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:46:40 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:46:40 | INFO     | src.main:initialize_game:30 | Game initialized successfully
2025-08-05 09:46:54 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:46:54 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:46:54 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:46:54 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:46:54 | INFO     | src.main:initialize_game:30 | Game initialized successfully
2025-08-05 09:46:56 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:46:56 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:46:56 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:46:56 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:46:56 | INFO     | src.main:initialize_game:30 | Game initialized successfully
2025-08-05 09:47:05 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:47:05 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:47:05 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:47:05 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:47:05 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:47:39 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks1, Action: duplicate_username_attempt, Details: 
2025-08-05 09:47:50 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: session_started, Details: 
2025-08-05 09:47:50 | INFO     | src.components.session_manager:start_new_session:67 | Started new session for player: kzks2
2025-08-05 09:47:50 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: prompt_selected, Details: ID: basic_recipe, Category: Cooking
2025-08-05 09:48:01 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: round_submitted, Details: Round 1
2025-08-05 09:48:01 | INFO     | src.components.game:submit_round:153 | Generating improved response for kzks2
2025-08-05 09:48:03 | INFO     | src.components.game:submit_round:157 | Evaluating prompt improvement for kzks2
2025-08-05 09:48:03 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:187 | Starting prompt evaluation
2025-08-05 09:48:06 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: prompt_evaluated, Data: {'total_score': 3.0, 'breakdown': {'prompt_quality': 1.0, 'costar_usage': 2.0, 'creativity': 0.0, 'total': 3.0}}
2025-08-05 09:48:06 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:244 | Evaluation completed - Total score: 3.00/10
2025-08-05 09:48:06 | INFO     | src.utils.logger:log_score_event:120 | Score event - Username: kzks2, Round: 1, Score: 3.00
2025-08-05 09:48:06 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: round_completed, Data: {'username': 'kzks2', 'round': 1, 'score': 3.0, 'category': 'Cooking'}
2025-08-05 09:48:06 | INFO     | src.components.game:submit_round:190 | Round 1 completed for kzks2 - Score: 3.00
2025-08-05 09:48:49 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: prompt_selected, Details: ID: poor_creative, Category: Creative Writing
2025-08-05 09:48:58 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: round_submitted, Details: Round 2
2025-08-05 09:48:58 | INFO     | src.components.game:submit_round:153 | Generating improved response for kzks2
2025-08-05 09:48:59 | INFO     | src.components.game:submit_round:157 | Evaluating prompt improvement for kzks2
2025-08-05 09:48:59 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:187 | Starting prompt evaluation
2025-08-05 09:49:02 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: prompt_evaluated, Data: {'total_score': 7.0, 'breakdown': {'prompt_quality': 4.0, 'costar_usage': 2.0, 'creativity': 1.0, 'total': 7.0}}
2025-08-05 09:49:02 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:244 | Evaluation completed - Total score: 7.00/10
2025-08-05 09:49:02 | INFO     | src.utils.logger:log_score_event:120 | Score event - Username: kzks2, Round: 2, Score: 7.00
2025-08-05 09:49:02 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: round_completed, Data: {'username': 'kzks2', 'round': 2, 'score': 7.0, 'category': 'Creative Writing'}
2025-08-05 09:49:02 | INFO     | src.components.game:submit_round:190 | Round 2 completed for kzks2 - Score: 7.00
2025-08-05 09:49:37 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:49:37 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:49:37 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:49:37 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:49:37 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:51:03 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:51:03 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:51:03 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:51:03 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:51:03 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:51:05 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:51:05 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:51:05 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:51:05 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:51:05 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:51:08 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:51:08 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:51:08 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:51:08 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:51:08 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:51:10 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:51:10 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:51:10 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:51:10 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:51:10 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:51:12 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:51:12 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:51:12 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:51:12 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:51:12 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:51:26 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:51:26 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:51:26 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:51:26 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:51:26 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:51:29 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:51:29 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:51:29 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:51:29 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:51:29 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:51:30 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:51:30 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:51:30 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:51:30 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:51:30 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:51:43 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:51:43 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:51:43 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:51:43 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:51:43 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:52:00 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:52:00 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:52:00 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:52:00 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:52:00 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:55:48 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:55:48 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:55:48 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:55:48 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:55:48 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:56:08 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:56:08 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:56:08 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:56:08 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:56:08 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:56:11 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:56:11 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:56:11 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:56:11 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:56:11 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:56:22 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: session_started, Details: 
2025-08-05 09:56:22 | INFO     | src.components.session_manager:start_new_session:67 | Started new session for player: kzks2
2025-08-05 09:56:22 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: prompt_selected, Details: ID: poor_creative, Category: Creative Writing
2025-08-05 09:56:31 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: round_submitted, Details: Round 1
2025-08-05 09:56:31 | INFO     | src.components.game:submit_round:153 | Generating improved response for kzks2
2025-08-05 09:56:32 | INFO     | src.components.game:submit_round:157 | Evaluating prompt improvement for kzks2
2025-08-05 09:56:32 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:187 | Starting prompt evaluation
2025-08-05 09:56:34 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: prompt_evaluated, Data: {'total_score': 1.0, 'breakdown': {'prompt_quality': 0.0, 'costar_usage': 1.0, 'creativity': 0.0, 'total': 1.0}}
2025-08-05 09:56:34 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:244 | Evaluation completed - Total score: 1.00/10
2025-08-05 09:56:34 | INFO     | src.utils.logger:log_score_event:120 | Score event - Username: kzks2, Round: 1, Score: 1.00
2025-08-05 09:56:34 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: round_completed, Data: {'username': 'kzks2', 'round': 1, 'score': 1.0, 'category': 'Creative Writing'}
2025-08-05 09:56:34 | INFO     | src.components.game:submit_round:190 | Round 1 completed for kzks2 - Score: 1.00
2025-08-05 09:58:34 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:58:34 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:58:34 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:58:34 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:58:34 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:58:50 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:58:50 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:58:50 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:58:50 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:58:50 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 09:59:05 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 09:59:05 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 09:59:05 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 09:59:05 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 09:59:05 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:01:09 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:01:09 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:01:09 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:01:09 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:01:09 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:02:01 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks, Action: session_started, Details: 
2025-08-05 10:02:01 | INFO     | src.components.session_manager:start_new_session:67 | Started new session for player: kzks
2025-08-05 10:02:01 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks, Action: prompt_selected, Details: ID: poor_creative, Category: Creative Writing
2025-08-05 10:02:04 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks, Action: round_submitted, Details: Round 1
2025-08-05 10:02:04 | INFO     | src.components.game:submit_round:153 | Generating improved response for kzks
2025-08-05 10:02:05 | INFO     | src.components.game:submit_round:157 | Evaluating prompt improvement for kzks
2025-08-05 10:02:05 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:187 | Starting prompt evaluation
2025-08-05 10:02:09 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: prompt_evaluated, Data: {'total_score': 2.0, 'breakdown': {'prompt_quality': 0.0, 'costar_usage': 2.0, 'creativity': 0.0, 'total': 2.0}}
2025-08-05 10:02:09 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:244 | Evaluation completed - Total score: 2.00/10
2025-08-05 10:02:09 | INFO     | src.utils.logger:log_score_event:120 | Score event - Username: kzks, Round: 1, Score: 2.00
2025-08-05 10:02:09 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: round_completed, Data: {'username': 'kzks', 'round': 1, 'score': 2.0, 'category': 'Creative Writing'}
2025-08-05 10:02:09 | INFO     | src.components.game:submit_round:190 | Round 1 completed for kzks - Score: 2.00
2025-08-05 10:02:21 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: player_score_added, Data: {'username': 'kzks', 'final_score': 2.0, 'rounds_played': 1}
2025-08-05 10:02:21 | INFO     | src.database.leaderboard_db:add_player_score:116 | Added score for player: kzks (Score: 2.00)
2025-08-05 10:02:21 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks, Action: session_ended, Details: Final score: 2.00, Rounds: 1
2025-08-05 10:02:21 | INFO     | src.components.session_manager:end_session:115 | Ended session for kzks - Final score: 2.00
2025-08-05 10:02:21 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: game_ended, Data: {'username': 'kzks', 'final_score': 2.0, 'rank': 1}
2025-08-05 10:04:06 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:04:06 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:04:06 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:04:06 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:04:06 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:04:17 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:04:17 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:04:17 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:04:17 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:04:17 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:04:48 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:04:48 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:04:48 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:04:48 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:04:48 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:05:07 | INFO     | src.prompts.loader:_load_prompts:45 | Loaded 10 bad prompts from data/bad_prompts.json
2025-08-05 10:05:07 | INFO     | src.components.session_manager:__init__:25 | Session manager initialized
2025-08-05 10:05:07 | INFO     | src.evaluators.ragas_wrapper:__init__:92 | Initialized LLM evaluator with model: gpt-4o-mini
2025-08-05 10:05:07 | INFO     | src.components.game:__init__:47 | Game initialized with model: gpt-4o-mini
2025-08-05 10:05:07 | INFO     | src.main:initialize_game:29 | Game initialized successfully
2025-08-05 10:05:41 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: session_started, Details: 
2025-08-05 10:05:41 | INFO     | src.components.session_manager:start_new_session:67 | Started new session for player: kzks2
2025-08-05 10:05:41 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: prompt_selected, Details: ID: basic_recipe, Category: Cooking
2025-08-05 10:05:44 | INFO     | src.utils.logger:log_player_action:92 | Player action - Username: kzks2, Action: round_submitted, Details: Round 1
2025-08-05 10:05:44 | INFO     | src.components.game:submit_round:153 | Generating improved response for kzks2
2025-08-05 10:05:45 | INFO     | src.components.game:submit_round:157 | Evaluating prompt improvement for kzks2
2025-08-05 10:05:45 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:187 | Starting prompt evaluation
2025-08-05 10:05:47 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: prompt_evaluated, Data: {'total_score': 3.0, 'breakdown': {'prompt_quality': 1.0, 'costar_usage': 2.0, 'creativity': 0.0, 'total': 3.0}}
2025-08-05 10:05:47 | INFO     | src.evaluators.ragas_wrapper:evaluate_prompt_improvement:244 | Evaluation completed - Total score: 3.00/10
2025-08-05 10:05:47 | INFO     | src.utils.logger:log_score_event:120 | Score event - Username: kzks2, Round: 1, Score: 3.00
2025-08-05 10:05:47 | INFO     | src.utils.logger:log_game_event:107 | Game event - Type: round_completed, Data: {'username': 'kzks2', 'round': 1, 'score': 3.0, 'category': 'Cooking'}
